"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"Irrigated Palay","....Ilocos Sur",7610.00,180.00,7790.00,539.00,27755.00,28294.00,36084.00,8736.00,..,8736.00,1617.00,27680.00,29297.00,38033.00,7913.00,564.00,8477.00,1639.00,24099.00,25738.00,34215.00,9272.00,288.00,9560.00,6860.00,22259.00,29119.00,38679.00,10644.00,..,10644.00,1098.00,21726.00,22824.00,33468.00,10146.00,..,10146.00,538.00,19602.00,20140.00,30286.00,16266.00,22.00,16288.00,170.00,26545.00,26715.00,43003.00,16125.00,625.00,16750.00,3456.00,33430.00,36886.00,53636.00,11208.00,2530.00,13738.00,3230.00,33163.00,36393.00,50131.00,10580.00,3360.00,13940.00,3634.00,34934.00,38568.00,52508.00,10920.00,3200.00,14120.00,2650.00,37412.00,40062.00,54182.00,8892.00,1894.00,10786.00,4734.00,35300.00,40034.00,50820.00,14041.00,1877.00,15918.00,5388.00,37553.00,42941.00,58859.00,14800.00,2411.00,17211.00,5082.00,50002.00,55084.00,72295.00,16297.00,2861.00,19158.00,9739.00,47812.00,57551.00,76709.00,14968.00,1798.00,16766.00,5730.00,46880.00,52610.00,69376.00,7047.00,315.00,7362.00,6279.00,70242.00,76521.00,83883.00,13511.00,1575.00,15086.00,9849.00,62632.00,72481.00,87567.00,12525.00,963.00,13488.00,13930.00,68860.00,82790.00,96278.00,14550.00,1011.00,15561.00,16454.00,73987.00,90441.00,106002.00,15000.00,1250.00,16250.00,13908.00,78714.00,92622.00,108872.00,16328.00,792.00,17120.00,11811.00,80150.00,91961.00,109081.00,17062.00,1574.00,18636.00,23757.00,46768.00,70525.00,89161.00,17297.00,833.00,18130.00,12712.00,71164.00,83876.00,102006.00,17528.00,1255.00,18783.00,11568.00,76588.00,88156.00,106939.00,19279.00,765.00,20044.00,15450.00,84625.00,100075.00,120119.00,19305.00,1886.00,21191.00,11284.00,93043.00,104327.00,125518.00,21092.00,2210.00,23302.00,11958.00,89328.00,101286.00,124588.00,21274.00,2909.00,24183.00,11015.00,92122.00,103137.00,127320.00,24189.00,1935.00,26124.00,18105.00,81822.00,99927.00,126051.00,23663.00,3999.00,27662.00,18272.00,97228.00,115500.00,143162.00,25274.00,5848.00,31122.00,17710.00,81087.00,98797.00,129919.00,29530.00,..,..,..,..,..,..
"Irrigated Palay","....La Union",8010.00,12120.00,20130.00,192.00,21664.00,21856.00,41986.00,8183.00,8358.00,16541.00,347.00,30217.00,30564.00,47105.00,10823.00,7145.00,17968.00,738.00,32900.00,33638.00,51606.00,9620.00,11202.00,20822.00,658.00,34858.00,35516.00,56338.00,7882.00,8717.00,16599.00,194.00,31050.00,31244.00,47843.00,6263.00,1765.00,8028.00,1048.00,27658.00,28706.00,36734.00,10843.00,6336.00,17179.00,2600.00,31005.00,33605.00,50784.00,10808.00,7720.00,18528.00,2729.00,34834.00,37563.00,56091.00,8019.00,3690.00,11709.00,1250.00,32572.00,33822.00,45531.00,9585.00,9675.00,19260.00,1725.00,29168.00,30893.00,50153.00,17142.00,5376.00,22518.00,3477.00,35247.00,38724.00,61242.00,16391.00,2176.00,18567.00,3445.00,38430.00,41875.00,60442.00,23783.00,3993.00,27776.00,4617.00,32088.00,36705.00,64481.00,18778.00,11538.00,30316.00,5393.00,34334.00,39727.00,70043.00,19792.00,11799.00,31591.00,4694.00,37899.00,42593.00,74184.00,17624.00,9763.00,27387.00,3517.00,39875.00,43392.00,70779.00,16042.00,4026.00,20068.00,4749.00,40774.00,45523.00,65591.00,19076.00,5792.00,24868.00,5106.00,42204.00,47310.00,72178.00,18900.00,5751.00,24651.00,5703.00,43873.00,49576.00,74227.00,20060.00,6956.00,27016.00,8458.00,54670.00,63128.00,90144.00,20350.00,8670.00,29020.00,10006.00,58457.00,68463.00,97483.00,22106.00,8509.00,30615.00,15262.00,54653.00,69915.00,100530.00,24217.00,8962.00,33179.00,11849.00,37263.00,49112.00,82291.00,11876.00,7311.00,19187.00,16071.00,44160.00,60231.00,79418.00,22234.00,4979.00,27213.00,12741.00,51201.00,63942.00,91155.00,25885.00,4972.00,30857.00,13311.00,55122.00,68433.00,99290.00,15589.00,5219.00,20808.00,9971.00,67508.00,77479.00,98287.00,19007.00,12544.00,31551.00,4613.00,68654.00,73267.00,104818.00,24609.00,10041.00,34650.00,8948.00,67738.00,76686.00,111336.00,22244.00,10087.00,32331.00,11593.00,71245.00,82838.00,115169.00,27459.00,10548.00,38007.00,9851.00,73082.00,82933.00,120940.00,28776.00,8615.00,37391.00,12940.00,53113.52,66053.52,103444.52,23255.00,..,..,..,..,..,..
"Irrigated Palay","....Pangasinan",64422.00,25673.00,90095.00,2263.00,232951.00,235214.00,325309.00,70860.00,19591.00,90451.00,7727.00,215329.00,223056.00,313507.00,70984.00,19232.00,90216.00,9331.00,186552.00,195883.00,286099.00,72891.00,12759.00,85650.00,3826.00,221735.00,225561.00,311211.00,82883.00,10893.00,93776.00,3010.00,252340.00,255350.00,349126.00,57985.00,21012.00,78997.00,1044.00,233798.00,234842.00,313839.00,51785.00,28465.00,80250.00,825.00,231842.00,232667.00,312917.00,66330.00,36159.00,102489.00,5031.00,227329.00,232360.00,334849.00,60600.00,42074.00,102674.00,13087.00,224680.00,237767.00,340441.00,100307.00,40278.00,140585.00,28868.00,252050.00,280918.00,421503.00,121174.00,33404.00,154578.00,33737.00,277300.00,311037.00,465615.00,91702.00,20859.00,112561.00,19782.00,206134.00,225916.00,338477.00,136959.00,32421.00,169380.00,47771.00,287375.00,335146.00,504526.00,113735.00,47952.00,161687.00,42263.00,315691.00,357954.00,519641.00,123633.00,50634.00,174267.00,45481.00,314271.00,359752.00,534019.00,112108.00,38102.00,150210.00,24345.00,347547.00,371892.00,522102.00,125925.00,41619.00,167544.00,35752.00,354036.00,389788.00,557332.00,133106.00,45727.00,178833.00,38001.00,356570.00,394571.00,573404.00,132271.00,52038.00,184309.00,45336.00,363297.00,408633.00,592942.00,137187.00,56316.00,193503.00,46660.00,376304.00,422964.00,616467.00,115235.00,77623.00,192858.00,31375.00,413256.00,444631.00,637489.00,129897.00,82256.00,212153.00,42149.00,400522.00,442671.00,654824.00,151031.00,93014.00,244045.00,44689.00,252190.00,296879.00,540924.00,183820.00,83576.00,267396.00,43031.00,364637.00,407668.00,675064.00,187429.00,98140.00,285569.00,34514.00,368950.00,403464.00,689033.00,216540.00,109044.00,325584.00,43984.00,392607.00,436591.00,762175.00,215763.00,106601.00,322364.00,40896.00,414866.00,455762.00,778126.00,220395.00,116191.00,336586.00,57330.00,421205.00,478535.00,815121.00,227977.00,113872.00,341849.00,31976.00,411643.00,443619.00,785468.00,225953.00,105307.00,331260.00,59704.00,411117.00,470821.00,802081.00,232652.00,123083.00,355735.00,78328.00,382568.00,460896.00,816631.00,227883.00,120589.00,348472.00,70008.00,367013.00,437021.00,785493.00,229027.00,..,..,..,..,..,..
"Irrigated Palay","..REGION II (CAGAYAN VALLEY)",303058.00,157992.00,461050.00,77148.00,351277.00,428425.00,889475.00,344217.00,171792.00,516009.00,139191.00,332451.00,471642.00,987651.00,319476.00,182712.00,502188.00,128288.00,354447.00,482735.00,984923.00,286514.00,207133.00,493647.00,91063.00,492247.00,583310.00,1076957.00,286715.00,236486.00,523201.00,111286.00,322175.00,433461.00,956662.00,390989.00,148799.00,539788.00,47375.00,442665.00,490040.00,1029828.00,190488.00,282214.00,472702.00,66475.00,312565.00,379040.00,851742.00,233957.00,335285.00,569242.00,218916.00,309863.00,528779.00,1098021.00,311548.00,279634.00,591182.00,210521.00,452463.00,662984.00,1254166.00,270130.00,413801.00,683931.00,236646.00,386407.00,623053.00,1306984.00,341241.00,390709.00,731950.00,259801.00,440907.00,700708.00,1432658.00,446530.00,174868.00,621398.00,158064.00,302176.00,460240.00,1081638.00,473087.00,434376.00,907463.00,262100.00,384433.00,646533.00,1553996.00,374342.00,521146.00,895488.00,266236.00,456480.00,722716.00,1618204.00,313519.00,592656.00,906175.00,260726.00,470974.00,731700.00,1637875.00,402260.00,558273.00,960533.00,136254.00,468496.00,604750.00,1565283.00,493492.00,368409.00,861901.00,133296.00,552786.00,686082.00,1547983.00,518548.00,407760.00,926308.00,292181.00,503734.00,795915.00,1722223.00,489518.00,439279.00,928797.00,191100.00,635060.00,826160.00,1754957.00,516240.00,487334.00,1003574.00,398801.00,366290.00,765091.00,1768665.00,530548.00,501241.00,1031789.00,419692.00,374973.00,794665.00,1826454.00,438873.00,594871.00,1033744.00,512166.00,326114.00,838280.00,1872024.00,461984.00,596783.00,1058767.00,362253.00,421529.00,783782.00,1842549.00,312098.00,546937.00,859035.00,220463.00,553587.00,774050.00,1633085.00,522832.00,552338.00,1075170.00,256401.00,592730.00,849131.00,1924301.00,364721.00,751303.03,1116024.03,477603.00,583712.57,1061315.57,2177339.60,636359.00,505349.43,1141708.43,326952.00,756561.00,1083513.00,2225221.43,519271.95,655432.20,1174704.15,355248.65,780344.35,1135593.00,2310297.15,564004.90,688610.44,1252615.34,202784.00,847774.00,1050558.00,2303173.34,508612.00,755479.10,1264091.10,254639.00,663009.00,917648.00,2181739.10,526845.00,804477.00,1331322.00,298780.00,798930.00,1097710.00,2429032.00,634708.00,684147.00,1318855.00,174579.00,666273.00,840852.00,2159707.00,565534.00,..,..,..,..,..,..
"Irrigated Palay","....Batanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.03,2.03,..,1.57,1.57,3.60,..,4.43,4.43,..,..,..,4.43,2.95,1.20,4.15,2.65,2.35,5.00,9.15,2.90,0.44,3.34,..,..,..,3.34,..,1.10,1.10,..,..,..,1.10,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"Irrigated Palay","....Cagayan",60645.00,33315.00,93960.00,18239.00,55779.00,74018.00,167978.00,87690.00,33934.00,121624.00,22207.00,70020.00,92227.00,213851.00,85999.00,37592.00,123591.00,24398.00,56056.00,80454.00,204045.00,65418.00,35062.00,100480.00,27626.00,53008.00,80634.00,181114.00,47471.00,38288.00,85759.00,15265.00,51838.00,67103.00,152862.00,43293.00,36823.00,80116.00,13904.00,53138.00,67042.00,147158.00,43066.00,28686.00,71752.00,27384.00,34763.00,62147.00,133899.00,71973.00,76691.00,148664.00,36945.00,81892.00,118837.00,267501.00,60264.00,82263.00,142527.00,57866.00,89556.00,147422.00,289949.00,58411.00,121290.00,179701.00,50554.00,68865.00,119419.00,299120.00,65587.00,141930.00,207517.00,93691.00,71933.00,165624.00,373141.00,125538.00,54107.00,179645.00,64687.00,78142.00,142829.00,322474.00,66905.00,151144.00,218049.00,78925.00,67636.00,146561.00,364610.00,79208.00,164572.00,243780.00,71202.00,94920.00,166122.00,409902.00,78501.00,153210.00,231711.00,76805.00,104271.00,181076.00,412787.00,93078.00,142691.00,235769.00,50817.00,136025.00,186842.00,422611.00,88278.00,126593.00,214871.00,44016.00,134670.00,178686.00,393557.00,94926.00,159952.00,254878.00,44780.00,142559.00,187339.00,442217.00,82509.00,183789.00,266298.00,54017.00,100304.00,154321.00,420619.00,97872.00,220689.00,318561.00,58687.00,176056.00,234743.00,553304.00,99909.00,251052.00,350961.00,53345.00,155847.00,209192.00,560153.00,113018.00,240012.00,353030.00,92904.00,124398.00,217302.00,570332.00,112005.00,244612.00,356617.00,103053.00,73819.00,176872.00,533489.00,96436.00,244233.00,340669.00,86315.00,121087.00,207402.00,548071.00,119014.00,251140.00,370154.00,100557.00,174955.00,275512.00,645666.00,82196.00,307048.00,389244.00,143369.00,194656.00,338025.00,727269.00,176581.00,234296.00,410877.00,122882.00,192612.00,315494.00,726371.00,136846.00,273713.00,410559.00,23348.00,333748.00,357096.00,767655.00,146542.00,305501.00,452043.00,42696.00,273665.00,316361.00,768404.00,121009.00,334462.00,455471.00,55958.00,165190.00,221148.00,676619.00,127215.00,377688.00,504903.00,84676.00,267261.00,351937.00,856840.00,149358.00,342815.00,492173.00,34822.00,163573.00,198395.00,690568.00,119720.00,..,..,..,..,..,..
"Irrigated Palay","....Isabela",208288.00,93942.00,302230.00,33028.00,261722.00,294750.00,596980.00,217246.00,96264.00,313510.00,82907.00,236103.00,319010.00,632520.00,199138.00,98472.00,297610.00,71632.00,263984.00,335616.00,633226.00,189916.00,131256.00,321172.00,27478.00,398004.00,425482.00,746654.00,208583.00,148362.00,356945.00,73293.00,233545.00,306838.00,663783.00,322876.00,69245.00,392121.00,2430.00,341066.00,343496.00,735617.00,113944.00,214197.00,328141.00,2452.00,237255.00,239707.00,567848.00,128304.00,216185.00,344489.00,139851.00,177376.00,317227.00,661716.00,197974.00,163660.00,361634.00,109862.00,300985.00,410847.00,772481.00,161466.00,254974.00,416440.00,138778.00,264692.00,403470.00,819910.00,234594.00,201820.00,436414.00,121231.00,311355.00,432586.00,869000.00,278809.00,87927.00,366736.00,40368.00,174649.00,215017.00,581753.00,334112.00,240342.00,574454.00,134265.00,261770.00,396035.00,970489.00,233013.00,307012.00,540025.00,137702.00,303610.00,441312.00,981337.00,174132.00,383628.00,557760.00,122497.00,307648.00,430145.00,987905.00,252135.00,365031.00,617166.00,28600.00,258790.00,287390.00,904556.00,342224.00,195300.00,537524.00,40112.00,339283.00,379395.00,916919.00,354059.00,191314.00,545373.00,193820.00,291138.00,484958.00,1030331.00,358052.00,185390.00,543442.00,78502.00,453811.00,532313.00,1075755.00,352005.00,199125.00,551130.00,277463.00,124037.00,401500.00,952630.00,365986.00,181136.00,547122.00,300626.00,148088.00,448714.00,995836.00,255564.00,285322.00,540886.00,350667.00,118913.00,469580.00,1010466.00,289522.00,265544.00,555066.00,193360.00,266575.00,459935.00,1015001.00,165722.00,242500.00,408222.00,72254.00,351066.00,423320.00,831542.00,341077.00,218060.00,559137.00,95898.00,347127.00,443025.00,1002162.00,224375.00,350578.00,574953.00,268991.00,291327.00,560318.00,1135271.00,374825.00,193843.00,568668.00,135505.00,469317.00,604822.00,1173490.00,299820.00,305415.00,605235.00,272882.00,337621.00,610503.00,1215738.00,346538.00,285346.00,631884.00,94405.00,474313.00,568718.00,1200602.00,308652.00,328525.00,637177.00,126766.00,401110.00,527876.00,1165053.00,312988.00,342511.00,655499.00,142210.00,425701.00,567911.00,1223410.00,400708.00,263479.00,664187.00,71760.00,388541.00,460301.00,1124488.00,369873.00,..,..,..,..,..,..
"Irrigated Palay","....Nueva Vizcaya",24925.00,22750.00,47675.00,23684.00,22046.00,45730.00,93405.00,29132.00,32773.00,61905.00,31194.00,18600.00,49794.00,111699.00,22834.00,36628.00,59462.00,30475.00,19394.00,49869.00,109331.00,22451.00,32890.00,55341.00,35182.00,17443.00,52625.00,107966.00,18788.00,37514.00,56302.00,22106.00,24671.00,46777.00,103079.00,13880.00,38056.00,51936.00,30463.00,27910.00,58373.00,110309.00,21383.00,31351.00,52734.00,36579.00,24450.00,61029.00,113763.00,21371.00,31225.00,52596.00,41517.00,35274.00,76791.00,129387.00,37350.00,29518.00,66868.00,41767.00,43925.00,85692.00,152560.00,34297.00,29487.00,63784.00,46272.00,34903.00,81175.00,144959.00,31887.00,35401.00,67288.00,43362.00,39117.00,82479.00,149767.00,29899.00,31500.00,61399.00,51275.00,30940.00,82215.00,143614.00,45196.00,41500.00,86696.00,45366.00,34656.00,80022.00,166718.00,42998.00,43687.00,86685.00,52820.00,38369.00,91189.00,177874.00,42705.00,47268.00,89973.00,53890.00,42241.00,96131.00,186104.00,39375.00,41818.00,81193.00,55781.00,51765.00,107546.00,188739.00,47625.00,42273.00,89898.00,48180.00,56619.00,104799.00,194697.00,47715.00,48070.00,95785.00,51181.00,50357.00,101538.00,197323.00,40207.00,48700.00,88907.00,55398.00,58825.00,114223.00,203130.00,50630.00,53550.00,104180.00,56436.00,52157.00,108593.00,212773.00,46413.00,57123.00,103536.00,57646.00,56710.00,114356.00,217892.00,51444.00,54787.00,106231.00,57737.00,58102.00,115839.00,222070.00,48076.00,59564.00,107640.00,58049.00,54881.00,112930.00,220570.00,36429.00,48181.00,84610.00,59556.00,48201.00,107757.00,192367.00,50614.00,55649.00,106263.00,58452.00,43830.00,102282.00,208545.00,47380.00,62840.00,110220.00,58878.00,60173.00,119051.00,229271.00,51493.00,67062.00,118555.00,59320.00,63388.00,122708.00,241263.00,50932.00,65790.00,116722.00,58686.00,69416.00,128102.00,244824.00,55515.00,71142.00,126657.00,60786.00,71701.00,132487.00,259144.00,50074.00,77850.00,127924.00,65610.00,65115.00,130725.00,258649.00,65475.00,61765.00,127240.00,63670.00,72564.00,136234.00,263474.00,61253.00,54062.00,115315.00,65708.00,80766.00,146474.00,261789.00,62155.00,..,..,..,..,..,..
"Irrigated Palay","....Quirino",9200.00,7985.00,17185.00,2197.00,11730.00,13927.00,31112.00,10149.00,8821.00,18970.00,2883.00,7728.00,10611.00,29581.00,11505.00,10020.00,21525.00,1783.00,15013.00,16796.00,38321.00,8729.00,7925.00,16654.00,777.00,23792.00,24569.00,41223.00,11873.00,12322.00,24195.00,622.00,12121.00,12743.00,36938.00,10940.00,4675.00,15615.00,578.00,20551.00,21129.00,36744.00,12095.00,7980.00,20075.00,60.00,16097.00,16157.00,36232.00,12309.00,11184.00,23493.00,603.00,15321.00,15924.00,39417.00,15960.00,4193.00,20153.00,1026.00,17997.00,19023.00,39176.00,15956.00,8050.00,24006.00,1042.00,17947.00,18989.00,42995.00,9173.00,11558.00,20731.00,1517.00,18502.00,20019.00,40750.00,12284.00,1334.00,13618.00,1734.00,18445.00,20179.00,33797.00,26874.00,1390.00,28264.00,3544.00,20371.00,23915.00,52179.00,19123.00,5875.00,24998.00,4512.00,19581.00,24093.00,49091.00,18181.00,8550.00,26731.00,7534.00,16814.00,24348.00,51079.00,17672.00,8733.00,26405.00,1056.00,21916.00,22972.00,49377.00,15365.00,4243.00,19608.00,988.00,22214.00,23202.00,42810.00,21848.00,8424.00,30272.00,2400.00,19680.00,22080.00,52352.00,8750.00,21400.00,30150.00,3183.00,22120.00,25303.00,55453.00,15733.00,13970.00,29703.00,6215.00,14040.00,20255.00,49958.00,18240.00,11930.00,30170.00,8075.00,14328.00,22403.00,52573.00,18847.00,14750.00,33597.00,10858.00,24701.00,35559.00,69156.00,12381.00,27063.00,39444.00,7791.00,26254.00,34045.00,73489.00,13511.00,12023.00,25534.00,2338.00,33233.00,35571.00,61105.00,12127.00,27489.00,39616.00,1494.00,26818.00,28312.00,67928.00,10770.00,30835.00,41605.00,6365.00,37555.00,43920.00,85525.00,33460.00,10144.00,43604.00,9245.00,31244.00,40489.00,84093.00,31671.00,10513.00,42184.00,330.00,39557.00,39887.00,82071.00,15407.00,26621.00,42028.00,4897.00,28095.00,32992.00,75020.00,28877.00,14641.00,43518.00,6305.00,31594.00,37899.00,81417.00,21167.00,22513.00,43680.00,8224.00,33404.00,41628.00,85308.00,23389.00,23791.00,47180.00,2289.00,33393.00,35682.00,82862.00,13786.00,..,..,..,..,..,..
"Irrigated Palay","..REGION III (CENTRAL LUZON)",252821.00,380884.00,633705.00,35091.00,624387.00,659478.00,1293183.00,276467.00,264284.00,540751.00,42001.00,466177.00,508178.00,1048929.00,309912.00,396718.00,706630.00,71733.00,627611.00,699344.00,1405974.00,287549.00,399887.00,687436.00,67961.00,730195.00,798156.00,1485592.00,337783.00,452300.00,790083.00,34749.00,621698.00,656447.00,1446530.00,274464.00,395910.00,670374.00,42762.00,720681.00,763443.00,1433817.00,288275.00,445599.00,733874.00,45530.00,490007.00,535537.00,1269411.00,240476.00,613920.00,854396.00,69218.00,672039.00,741257.00,1595653.00,228960.00,582164.00,811124.00,45821.00,645405.00,691226.00,1502350.00,261679.00,600369.00,862048.00,110012.00,696055.00,806067.00,1668115.00,287955.00,599190.00,887145.00,75318.00,782462.00,857780.00,1744925.00,294711.00,314308.00,609019.00,69505.00,512600.00,582105.00,1191124.00,366407.00,476717.00,843124.00,112737.00,696723.00,809460.00,1652584.00,324251.00,606719.00,930970.00,106113.00,675030.00,781143.00,1712113.00,278590.00,652675.00,931265.00,92594.00,842374.00,934968.00,1866233.00,325127.00,601783.00,926910.00,60795.00,932124.00,992919.00,1919829.00,337125.00,655264.00,992389.00,92753.00,1010766.00,1103519.00,2095908.00,457616.00,597355.00,1054971.00,93176.00,1000955.00,1094131.00,2149102.00,462613.00,645515.00,1108128.00,130002.00,1016364.00,1146366.00,2254494.00,446651.00,652785.00,1099436.00,122998.00,1142696.00,1265694.00,2365130.00,505305.00,731076.00,1236381.00,115076.00,1277032.00,1392108.00,2628489.00,541475.00,773232.00,1314707.00,172976.00,1222750.00,1395726.00,2710433.00,587344.00,848642.00,1435986.00,197853.00,903689.00,1101542.00,2537528.00,592741.00,868796.00,1461537.00,193946.00,1057327.00,1251273.00,2712810.00,571122.00,901742.00,1472864.00,163504.00,750215.00,913719.00,2386583.00,626732.00,943618.00,1570350.00,204117.00,1165348.00,1369465.00,2939815.00,664331.00,1020117.00,1684448.00,276952.00,1132362.00,1409314.00,3093762.00,706483.00,1140807.00,1847290.00,199628.00,1376135.00,1575763.00,3423053.00,724659.00,1147033.00,1871692.00,148120.00,1039968.00,1188088.00,3059780.00,638818.00,1161159.12,1799977.12,199864.00,1114999.00,1314863.00,3114840.12,670101.00,1116627.00,1786728.00,279782.00,1276284.00,1556066.00,3342794.00,674975.00,1127303.00,1802278.00,268873.71,1275013.29,1543887.00,3346165.00,726041.19,..,..,..,..,..,..
